date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:02	338331/338331	---M--	200	added ('OK')	image/jpeg	etag:%224f409f5-5299b-54a0690d9b800%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-lighthouse.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-lighthouse.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:13	123045/123045	---M--	200	added ('OK')	image/jpeg	etag:%224f409ef-1e0a5-54a1d6032c400%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-coffee.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-coffee.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:21	489188/489188	---M--	200	added ('OK')	image/jpeg	etag:%224f409ed-776e4-54a066f3bc300%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-banjo-player.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-banjo-player.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:27	152808/152808	---M--	200	added ('OK')	image/jpeg	etag:%224f409fb-254e8-54a45cb908c00%22	http://www.istevitu.in/horizon/images/team/sagar.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/team/sagar.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:49	222708/222708	---M--	200	added ('OK')	image/jpeg	etag:%224f409fd-365f4-54a45b0440580%22	http://www.istevitu.in/horizon/images/team/yash.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/team/yash.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:50	349528/349528	---M--	200	added ('OK')	image/jpeg	etag:%224f409f4-55558-54a06f27b9d80%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-judah.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-judah.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:52	16437/16437	---M--	200	added ('OK')	image/jpeg	etag:%224f40955-4035-54a3fdcb81580%22	http://www.istevitu.in/horizon/adobe.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/adobe.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:53	162703/162703	---M--	200	added ('OK')	image/jpeg	etag:%224f409fc-27b8f-54a45b70f8600%22	http://www.istevitu.in/horizon/images/team/vaibhav.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/team/vaibhav.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:53	20957/20957	---M--	200	added ('OK')	image/jpeg	etag:%224f40956-51dd-54a3fe7ce3800%22	http://www.istevitu.in/horizon/bw.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/bw.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:54	7199/7199	---M--	200	added ('OK')	application/javascript	etag:%224f40a0e-1c1f-4e6eadddfa580%22	http://www.istevitu.in/horizon/js/jquery-migrate-1.2.1.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery-migrate-1.2.1.min.js	(from http://www.istevitu.in/horizon/index.html)
12:45:56	8833/8833	---M--	200	added ('OK')	application/javascript	etag:%224f40a09-2281-51fcd1c78f880%22	http://www.istevitu.in/horizon/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.waypoints.min.js	(from http://www.istevitu.in/horizon/index.html)
12:45:57	22034/22034	---M--	200	added ('OK')	application/javascript	etag:%224f40a05-5612-51fcd1fb0f200%22	http://www.istevitu.in/horizon/js/jquery.flexslider-min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.flexslider-min.js	(from http://www.istevitu.in/horizon/index.html)
12:45:58	1074/1074	---M--	200	added ('OK')	application/javascript	etag:%224f40a03-432-51e3df40ec400%22	http://www.istevitu.in/horizon/js/jquery.fittext.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.fittext.js	(from http://www.istevitu.in/horizon/index.html)
12:45:58	229809/229809	---M--	200	added ('OK')	image/jpeg	etag:%224f409fa-381b1-54baf65648600%22	http://www.istevitu.in/horizon/images/team/abs.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/team/abs.jpg	(from http://www.istevitu.in/horizon/index.html)
12:45:58	2668/2668	---M--	200	added ('OK')	application/javascript	etag:%224f40a07-a6c-51e3df5216c80%22	http://www.istevitu.in/horizon/js/jquery.placeholder.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.placeholder.min.js	(from http://www.istevitu.in/horizon/index.html)
12:45:59	21090/21090	---M--	200	added ('OK')	application/javascript	etag:%224f40a08-5262-520a960bb4200%22	http://www.istevitu.in/horizon/js/jquery.validate.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.validate.min.js	(from http://www.istevitu.in/horizon/index.html)
12:45:59	7311/7311	---M--	200	added ('OK')	application/javascript	etag:%224f40a0f-1c8f-52213dbbef080%22	http://www.istevitu.in/horizon/js/main.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/main.js	(from http://www.istevitu.in/horizon/index.html)
12:46:00	9046/9046	---M--	200	added ('OK')	text/css	etag:%224f40963-2356-521eddfd81780%22	http://www.istevitu.in/horizon/css/fonts.css	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/css/fonts.css	(from http://www.istevitu.in/horizon/css/main.css)
12:46:00	21984/21984	---M--	200	added ('OK')	text/css	etag:%224f4095c-55e0-501979f6d8e80%22	http://www.istevitu.in/horizon/css/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/css/font-awesome/css/font-awesome.min.css	(from http://www.istevitu.in/horizon/css/main.css)
12:46:03	21200/21200	---M--	200	added ('OK')	application/javascript	etag:%224f40a06-52d0-52086a5079f80%22	http://www.istevitu.in/horizon/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery.magnific-popup.min.js	(from http://www.istevitu.in/horizon/index.html)
12:46:03	344/344	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Sep%202017%2007:16:00%20GMT	http://www.istevitu.in/horizon/images/logoW@2x.png	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/logoW@2x.94.delayed	(from http://www.istevitu.in/horizon/css/main.css)
12:46:07	95957/95957	---M--	200	added ('OK')	application/javascript	etag:%224f40a0b-176d5-51e3e2ed3ee80%22	http://www.istevitu.in/horizon/js/jquery-1.11.3.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/jquery-1.11.3.min.js	(from http://www.istevitu.in/horizon/index.html)
12:46:11	24721/24721	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d9-6091-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:12	27884/27884	---M--	200	added ('OK')	application/x-font-woff	etag:%224f409dc-6cec-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:16	24721/24721	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d9-6091-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:17	138694/138694	---M--	200	added ('OK')	image/svg+xml	etag:%224f409da-21dc6-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:23	57168/57168	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f409db-df50-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-thin-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:23	26017/26017	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f40999-65a1-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:27	26017/26017	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f40999-65a1-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:27	29036/29036	---M--	200	added ('OK')	application/x-font-woff	etag:%224f4099e-716c-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:29	121112/121112	---M--	200	added ('OK')	image/svg+xml	etag:%224f4099b-1d918-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:30	173019/173019	---M--	200	added ('OK')	image/jpeg	etag:%224f409df-2a3db-549dcd9026980%22	http://www.istevitu.in/horizon/images/hero-bg.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/hero-bg.jpg	(from http://www.istevitu.in/horizon/css/main.css)
12:46:34	26311/26311	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409a3-66c7-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:35	29436/29436	---M--	200	added ('OK')	application/x-font-woff	etag:%224f409a7-72fc-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:36	51136/51136	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f4099d-c7c0-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-extralight-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:37	123879/123879	---M--	200	added ('OK')	image/svg+xml	etag:%224f409a4-1e3e7-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:40	26311/26311	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409a3-66c7-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-light-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:41	26391/26391	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d1-6717-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:43	52020/52020	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f409a6-cb34-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-light-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:45	29532/29532	---M--	200	added ('OK')	application/x-font-woff	etag:%224f409d4-735c-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:46	123470/123470	---M--	200	added ('OK')	image/svg+xml	etag:%224f409d2-1e24e-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:47	26391/26391	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d1-6717-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:52	26118/26118	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409be-6606-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:52	29220/29220	---M--	200	added ('OK')	application/x-font-woff	etag:%224f409cf-7224-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:53	51804/51804	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f409d3-ca5c-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-regular-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:56	123975/123975	---M--	200	added ('OK')	image/svg+xml	etag:%224f409cd-1e447-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:46:59	26118/26118	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409be-6606-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:01	51100/51100	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f409ce-c79c-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-medium-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:01	26266/26266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d5-669a-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:03	29280/29280	---M--	200	added ('OK')	application/x-font-woff	etag:%224f409d8-7260-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:06	123672/123672	---M--	200	added ('OK')	image/svg+xml	etag:%224f409d6-1e318-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:07	26266/26266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f409d5-669a-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:10	26211/26211	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f4098b-6663-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:10	51268/51268	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f409d7-c844-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-semibold-webfont.ttf	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:11	29452/29452	---M--	200	added ('OK')	application/x-font-woff	etag:%224f40993-730c-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.woff	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:13	123108/123108	---M--	200	added ('OK')	image/svg+xml	etag:%224f4098c-1e0e4-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.svg	(from http://www.istevitu.in/horizon/css/fonts.css)
12:47:14	26211/26211	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f4098b-6663-11eff927efc00%22	http://www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfont.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/fonts/raleway/raleway-bold-webfontd41d.eot	(from http://www.istevitu.in/horizon/css/fonts.css)
